index,brand,model,mileage,price_range,link
406.,CHEVROLET,COLORADO Pickup 4dr DCab 4th of July Edition Auto 6sp RWD 2.5DCT-201907,"5,135","405,000 - 455,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-4th-of-july-edition-auto-6sp-rwd-2-5dct-201907-automatic
407.,CHEVROLET,COLORADO Pickup 4dr DCab High Country Auto 6sp 4WD 2.5DCT-201607,"5,256","415,000 - 485,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-high-country-auto-6sp-4wd-2-5dct-201607-automatic
408.,CHEVROLET,COLORADO Pickup 4dr DCab High Country Auto 6sp 4WD 2.5DCT (Midnight Edition)-201811,"5,391","420,000 - 485,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-high-country-auto-6sp-4wd-2-5dct-midnight-edition-201811-automatic
409.,CHEVROLET,COLORADO Pickup 4dr DCab High Country Auto 6sp RWD 2.5DCT-201607,"4,754","375,000 - 450,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-high-country-auto-6sp-rwd-2-5dct-201607-automatic
410.,CHEVROLET,COLORADO Pickup 4dr DCab High Country Auto 6sp RWD 2.5DCT (Midnight Edition)-201811,"5,006","390,000 - 455,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-high-country-auto-6sp-rwd-2-5dct-midnight-edition-201811-automatic
411.,CHEVROLET,COLORADO Pickup 4dr DCab High Country Storm Auto 6sp 4WD 2.5DCT-201704,"5,503","440,000 - 505,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-high-country-storm-auto-6sp-4wd-2-5dct-201704-automatic
412.,CHEVROLET,COLORADO Pickup 4dr DCab High Country Storm Auto 6sp RWD 2.5DCT-201704,"4,881","385,000 - 460,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-high-country-storm-auto-6sp-rwd-2-5dct-201704-automatic
413.,CHEVROLET,COLORADO Pickup 4dr DCab LS Man 6sp RWD 2.5DCT-201607,"3,423","270,000 - 310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ls-man-6sp-rwd-2-5dct-201607-manual
414.,CHEVROLET,COLORADO Pickup 4dr DCab LT Man 6sp RWD 2.5DCT-201311,-,"200,000 - 235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-man-6sp-rwd-2-5dct-201311-manual
415.,CHEVROLET,COLORADO Pickup 4dr DCab LT Man 6sp RWD 2.5DCT-201408,"2,661","200,000 - 250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-man-6sp-rwd-2-5dct-201408-manual
416.,CHEVROLET,COLORADO Pickup 4dr DCab LT Man 6sp RWD 2.5DCT-201508,"2,727","205,000 - 280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-man-6sp-rwd-2-5dct-201508-manual
417.,CHEVROLET,COLORADO Pickup 4dr DCab LT Man 6sp RWD 2.5DCT-201607,"3,287","250,000 - 365,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-man-6sp-rwd-2-5dct-201607-manual
418.,CHEVROLET,COLORADO Pickup 4dr DCab LT RS Man 6sp RWD 2.5DCT-201911,"4,247","335,000 - 460,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-rs-man-6sp-rwd-2-5dct-201911-manual
419.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Auto 6sp RWD 2.5DCT-201607,"3,722","290,000 - 350,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-auto-6sp-rwd-2-5dct-201607-automatic
420.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Auto 6sp RWD 2.5DCT-201803,"3,786","295,000 - 390,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-auto-6sp-rwd-2-5dct-201803-automatic
421.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Auto 6sp RWD 2.5DCT (Tornado Edition)-201803,"3,850","300,000 - 375,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-auto-6sp-rwd-2-5dct-tornado-edition-201803-automatic
422.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Man 6sp 4WD 2.5DCT-201311,-,"220,000 - 260,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-man-6sp-4wd-2-5dct-201311-manual
423.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Man 6sp 4WD 2.8DCT-201311,-,"225,000 - 255,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-man-6sp-4wd-2-8dct-201311-manual
424.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Man 6sp RWD 2.5DCT-201311,-,"210,000 - 250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-man-6sp-rwd-2-5dct-201311-manual
425.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Man 6sp RWD 2.5DCT-201408,"2,993","215,000 - 280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-man-6sp-rwd-2-5dct-201408-manual
426.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Man 6sp RWD 2.5DCT-201607,"3,484","265,000 - 335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-man-6sp-rwd-2-5dct-201607-manual
427.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Man 6sp RWD 2.5DCT-201803,"3,850","300,000 - 365,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-man-6sp-rwd-2-5dct-201803-manual
428.,CHEVROLET,COLORADO Pickup 4dr DCab LT Z71 Man 6sp RWD 2.5DCT (Tornado Edition)-201810,"3,530","275,000 - 350,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-lt-z71-man-6sp-rwd-2-5dct-tornado-edition-201810-manual
429.,CHEVROLET,COLORADO Pickup 4dr DCab LTZ Man 6sp RWD 2.8DCT-201311,-,"215,000 - 245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ltz-man-6sp-rwd-2-8dct-201311-manual
430.,CHEVROLET,COLORADO Pickup 4dr DCab LTZ Z71 Auto 6sp 4WD 2.8DCT-201311,-,"270,000 - 315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ltz-z71-auto-6sp-4wd-2-8dct-201311-automatic
431.,CHEVROLET,COLORADO Pickup 4dr DCab LTZ Z71 Auto 6sp RWD 2.5DCT-201607,"4,207","320,000 - 440,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ltz-z71-auto-6sp-rwd-2-5dct-201607-automatic
432.,CHEVROLET,COLORADO Pickup 4dr DCab LTZ Z71 Auto 6sp RWD 2.8DCT-201311,-,"245,000 - 285,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ltz-z71-auto-6sp-rwd-2-8dct-201311-automatic
433.,CHEVROLET,COLORADO Pickup 4dr DCab LTZ Z71 Auto 6sp RWD 2.8DCT-201408,"3,392","255,000 - 305,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ltz-z71-auto-6sp-rwd-2-8dct-201408-automatic
434.,CHEVROLET,COLORADO Pickup 4dr DCab LTZ Z71 Man 6sp RWD 2.5DCT-201508,"2,927","220,000 - 295,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ltz-z71-man-6sp-rwd-2-5dct-201508-manual
435.,CHEVROLET,COLORADO Pickup 4dr DCab LTZ Z71 Man 6sp RWD 2.5DCT-201607,"3,878","295,000 - 415,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ltz-z71-man-6sp-rwd-2-5dct-201607-manual
436.,CHEVROLET,COLORADO Pickup 4dr DCab LTZ Z71 Man 6sp RWD 2.8DCT-201311,-,"235,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-ltz-z71-man-6sp-rwd-2-8dct-201311-manual
437.,CHEVROLET,COLORADO Pickup 4dr DCab Trail Boss Auto 6sp RWD 2.5DCT-201907,"4,311","340,000 - 420,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-trail-boss-auto-6sp-rwd-2-5dct-201907-automatic
438.,CHEVROLET,COLORADO Pickup 4dr DCab Trail Boss Man 6sp RWD 2.5DCT-201907,"4,121","325,000 - 400,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-trail-boss-man-6sp-rwd-2-5dct-201907-manual
439.,CHEVROLET,COLORADO Z71 4WD 3.0 DCT,-,"210,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-z71-4wd-3-0-dct-automatic
440.,CHEVROLET,COLORADO Z71 4WD 3.0 DCT,-,"200,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-z71-4wd-3-0-dct-manual
441.,CHEVROLET,CRUZE 1.8 LT,"1,884","210,000 - 235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-cruze-1-8-lt-automatic
442.,CHEVROLET,CRUZE 1.8 LTZ,"2,208","200,000 - 240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-cruze-1-8-ltz-automatic
443.,CHEVROLET,CRUZE 2.0 LTZ,"2,598","200,000 - 210,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-cruze-2-0-ltz-automatic
444.,CHEVROLET,TRAILBLAZER LT 2.5DCT,"4,222","325,000 - 400,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-lt-2-5dct-automatic
445.,CHEVROLET,TRAILBLAZER LT 2.5DCT,"3,183","205,000 - 335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-lt-2-5dct-manual
446.,CHEVROLET,TRAILBLAZER LT 2.8DCT,"3,702","240,000 - 380,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-lt-2-8dct-automatic
447.,CHEVROLET,TRAILBLAZER LT 4WD 2.8DCT,"3,897","270,000 - 335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-lt-4wd-2-8dct-automatic
448.,CHEVROLET,TRAILBLAZER LTZ 2.5DCT,"4,872","375,000 - 485,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-ltz-2-5dct-automatic
449.,CHEVROLET,TRAILBLAZER LTZ 2.8DCT,"4,417","300,000 - 420,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-ltz-2-8dct-automatic
450.,CHEVROLET,TRAILBLAZER LTZ 4WD 2.5DCT,"5,196","400,000 - 475,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-ltz-4wd-2-5dct-automatic
451.,CHEVROLET,TRAILBLAZER LTZ 4WD 2.8DCT,"4,287","290,000 - 365,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-ltz-4wd-2-8dct-automatic
452.,CHEVROLET,TRAILBLAZER LTZ Z71 4WD 2.5DCT,"6,086","480,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-ltz-z71-4wd-2-5dct-automatic
453.,CHEVROLET,TRAILBLAZER LTZ Z714WD 2.5DCT,"6,183","500,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-ltz-z714wd-2-5dct-automatic
454.,CHEVROLET,TRAILBLAZER LTZ1 2.8DCT,-,"315,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-ltz1-2-8dct-automatic
455.,CHEVROLET,TRAILBLAZER LTZ1 4WD 2.8DCT,"4,937","305,000 - 465,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-ltz1-4wd-2-8dct-automatic
456.,CHEVROLET,TRAILBLAZER Wagon 4dr LT 7st Auto 6sp 4WD 2.8DCT-201206,-,"305,000 - 315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-lt-7st-auto-6sp-4wd-2-8dct-201206-automatic
457.,CHEVROLET,TRAILBLAZER Wagon 4dr LT 7st Auto 6sp 4WD 2.8DCT-201402,-,"280,000 - 315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-lt-7st-auto-6sp-4wd-2-8dct-201402-automatic
458.,CHEVROLET,TRAILBLAZER Wagon 4dr LT 7st Auto 6sp RWD 2.5DCT-201608,"5,379","435,000 - 550,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-lt-7st-auto-6sp-rwd-2-5dct-201608-automatic
459.,CHEVROLET,TRAILBLAZER Wagon 4dr LT 7st Auto 6sp RWD 2.8DCT-201206,-,"275,000 - 310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-lt-7st-auto-6sp-rwd-2-8dct-201206-automatic
460.,CHEVROLET,TRAILBLAZER Wagon 4dr LT 7st Auto 6sp RWD 2.8DCT-201402,"3,573","260,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-lt-7st-auto-6sp-rwd-2-8dct-201402-automatic
461.,CHEVROLET,TRAILBLAZER Wagon 4dr LT 7st Auto 6sp RWD 2.8DCT-201502,"3,573","275,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-lt-7st-auto-6sp-rwd-2-8dct-201502-automatic
462.,CHEVROLET,TRAILBLAZER Wagon 4dr LT 7st Man 5sp RWD 2.5DCT-201206,-,"250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-lt-7st-man-5sp-rwd-2-5dct-201206-manual
463.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 1 7st Auto 6sp 4WD 2.8DCT-201206,-,"345,000 - 355,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-1-7st-auto-6sp-4wd-2-8dct-201206-automatic
464.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 1 7st Auto 6sp 4WD 2.8DCT-201402,"4,612","355,000 - 395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-1-7st-auto-6sp-4wd-2-8dct-201402-automatic
465.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 1 7st Auto 6sp 4WD 2.8DCT-201502,"4,612","355,000 - 395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-1-7st-auto-6sp-4wd-2-8dct-201502-automatic
466.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 1 7st Auto 6sp RWD 2.8DCT-201311,-,"320,000 - 335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-1-7st-auto-6sp-rwd-2-8dct-201311-automatic
467.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 7st Auto 6sp 4WD 2.5DCT-201608,"5,998","485,000 - 690,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-7st-auto-6sp-4wd-2-5dct-201608-automatic
468.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 7st Auto 6sp 4WD 2.8DCT-201206,-,"325,000 - 340,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-7st-auto-6sp-4wd-2-8dct-201206-automatic
469.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 7st Auto 6sp 4WD 2.8DCT-201402,-,"310,000 - 340,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-7st-auto-6sp-4wd-2-8dct-201402-automatic
470.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 7st Auto 6sp RWD 2.5DCT-201608,"6,245","505,000 - 620,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-7st-auto-6sp-rwd-2-5dct-201608-automatic
471.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 7st Auto 6sp RWD 2.5DCT (Phoenix Edition)-201811,"5,565","450,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-7st-auto-6sp-rwd-2-5dct-phoenix-edition-201811-automatic
472.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 7st Auto 6sp RWD 2.8DCT-201311,-,"305,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-7st-auto-6sp-rwd-2-8dct-201311-automatic
473.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 7st Auto 6sp RWD 2.8DCT-201402,"4,157","320,000 - 360,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-7st-auto-6sp-rwd-2-8dct-201402-automatic
474.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ 7st Auto 6sp RWD 2.8DCT-201502,"4,287","330,000 - 360,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-7st-auto-6sp-rwd-2-8dct-201502-automatic
475.,CHEVROLET,TRAILBLAZER Wagon 4dr LTZ Z71 7st Auto 6sp 4WD 2.5DCT-201708,"6,925","560,000 - 685,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-trailblazer-wagon-4dr-ltz-z71-7st-auto-6sp-4wd-2-5dct-201708-automatic
476.,FORD,ECOSPORT Ambiente 1.5i,"2,403","210,000 - 295,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-ambiente-1-5i-automatic
477.,FORD,ECOSPORT Ambiente 1.5i(E85 Flex Fuel),"2,858","220,000 - 320,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-ambiente-1-5i-e85-flex-fuel-automatic
478.,FORD,ECOSPORT Titanium 1.5i,"2,663","205,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-titanium-1-5i-automatic
479.,FORD,ECOSPORT Titanium 1.5i(E85 Flex Fuel),"3,360","260,000 - 385,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-titanium-1-5i-e85-flex-fuel-automatic
480.,FORD,ECOSPORT Titanium 1.5i(SVP Package),"2,988","210,000 - 340,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-titanium-1-5i-svp-package-automatic
481.,FORD,ECOSPORT Trend 1.5i,"2,533","215,000 - 310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-trend-1-5i-automatic
482.,FORD,ECOSPORT Trend 1.5i(E85 Flex Fuel),"2,988","230,000 - 360,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-trend-1-5i-e85-flex-fuel-automatic
483.,FORD,ECOSPORT Trend 1.5i (Sport Package),"2,728","210,000 - 315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-trend-1-5i-sport-package-automatic
484.,FORD,"ECOSPORT Wagon 4dr Trend Auto 6sp FWD 1.5i (E85,Black Edition)-201603","3,248","250,000 - 350,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-ecosport-wagon-4dr-trend-auto-6sp-fwd-1-5i-e85-black-edition-201603-automatic
485.,FORD,"ESCAPE Wagon 4dr XLT Auto 4sp 4WD 2.3i (CBU,LST)-200909","3,313","200,000 - 350,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-escape-wagon-4dr-xlt-auto-4sp-4wd-2-3i-cbu-lst-200909-automatic
486.,FORD,ESCAPE XLT 2.3i,"2,988","205,000 - 320,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-escape-xlt-2-3i-automatic
487.,FORD,EVEREST LTD Sport TDCi 2.5DCT (Navi),-,"230,000 - 360,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-ltd-sport-tdci-2-5dct-navi-automatic
488.,FORD,EVEREST LTD Sport TDCi 3.0DCT (Navi),-,"250,000 - 395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-ltd-sport-tdci-3-0dct-navi-automatic
489.,FORD,EVEREST LTD TDCi 2.5DCT (Navi),"5,716","230,000 - 485,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-ltd-tdci-2-5dct-navi-automatic
490.,FORD,EVEREST LTD TDCi 3.0 DCT (Navi),"6,171","250,000 - 525,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-ltd-tdci-3-0-dct-navi-automatic
491.,FORD,EVEREST Titanium 2.0 DCT,"9,646","780,000 - 915,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-2-0-dct-automatic
492.,FORD,EVEREST Titanium + 2.0 DCT,"10,820","875,000 - 1,030,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-2-0-dct-automatic-v2
493.,FORD,EVEREST Titanium + 2.0 DTTi,"12,057","975,000 - 1,100,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-2-0-dtti-automatic
494.,FORD,EVEREST Titanium 2.2DCT,"7,600","585,000 - 835,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-2-2dct-automatic
495.,FORD,EVEREST Titanium +2.2DCT,"9,483","730,000 - 885,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-2-2dct-automatic-v2
496.,FORD,EVEREST Titanium +2.2DCT(Navi),"9,509","750,000 - 920,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-2-2dct-navi-automatic
497.,FORD,EVEREST Titanium 2.2DCT (Premium Package),"8,314","640,000 - 760,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-2-2dct-premium-package-automatic
498.,FORD,EVEREST Titanium 3.2DCT,"8,639","665,000 - 820,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-3-2dct-automatic
499.,FORD,EVEREST Titanium +3.2DCT,"9,289","715,000 - 920,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-3-2dct-automatic-v2
500.,FORD,EVEREST Titanium +3.2DCT (Navi),"9,699","765,000 - 900,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-3-2dct-navi-automatic
501.,FORD,EVEREST Titanium +3.2DCT (Navi)MY18,"10,523","830,000 - 970,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-3-2dct-navi-my18-automatic
502.,FORD,EVEREST Titanium 3.2DCT (Premium Package),"9,419","725,000 - 855,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-3-2dct-premium-package-automatic
503.,FORD,EVEREST Titanium +3.2DCT (Premium Package),"9,938","765,000 - 885,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-titanium-3-2dct-premium-package-automatic-v2
504.,FORD,EVEREST Trend 2.0DCT,"8,780","710,000 - 845,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-trend-2-0dct-automatic
505.,FORD,EVEREST Wagon 4dr Sport 7st Auto 6sp RWD 2.0DTi-202206,"13,199","1,095,000 - 1,235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-wagon-4dr-sport-7st-auto-6sp-rwd-2-0dti-202206-automatic
506.,FORD,EVEREST Wagon 4dr Titanium+ 7st Auto 10sp 4WD 2.0DTTi-201807,"12,799","1,035,000 - 1,210,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-wagon-4dr-titanium-7st-auto-10sp-4wd-2-0dtti-201807-automatic
507.,FORD,EVEREST Wagon 4dr Titanium+ 7st Auto 10sp 4WD 2.0DTTi-201907,"13,046","1,055,000 - 1,180,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-wagon-4dr-titanium-7st-auto-10sp-4wd-2-0dtti-201907-automatic
508.,FORD,EVEREST Wagon 4dr Titanium+ 7st Auto 10sp 4WD 2.0DTTi (Bi-Turbo)-202011,"13,922","1,155,000 - 1,480,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-wagon-4dr-titanium-7st-auto-10sp-4wd-2-0dtti-bi-turbo-202011-automatic
509.,FORD,EVEREST Wagon 4dr Titanium+ 7st Auto 10sp 4WD 2.0DTTi (Bi-Turbo)-202206,"16,754","1,390,000 - 1,560,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-wagon-4dr-titanium-7st-auto-10sp-4wd-2-0dtti-bi-turbo-202206-automatic
510.,FORD,EVEREST Wagon 4dr Titanium 7st Auto 10sp RWD 2.0DCT-201807,"10,264","830,000 - 995,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-wagon-4dr-titanium-7st-auto-10sp-rwd-2-0dct-201807-automatic
511.,FORD,EVEREST Wagon 4dr Titanium+ 7st Auto 10sp RWD 2.0DCT-201807,"11,377","920,000 - 1,140,000",https://krungsrimarket.cjdataservice.com/usedcar/products/ford-everest-wagon-4dr-titanium-7st-auto-10sp-rwd-2-0dct-201807-automatic-v2
